label,score
positive,0.9706099629402161
positive,0.9569746255874634
positive,0.8141905665397644
positive,0.9370087385177612
neutral,0.7011415362358093
negative,0.5387462377548218
positive,0.946983814239502
negative,0.9893904328346252
neutral,0.4839094579219818
positive,0.9888107776641846
negative,0.9128890633583069
neutral,0.4907410144805908
positive,0.8525761961936951
positive,0.9828521609306335
neutral,0.6715638637542725
neutral,0.5300087332725525
neutral,0.5390120148658752
positive,0.9817942380905151
negative,0.9421839118003845
positive,0.953889787197113
positive,0.8627548217773438
neutral,0.9750746488571167
positive,0.623358428478241
neutral,0.9271217584609985
positive,0.8291385769844055
positive,0.9674764275550842
positive,0.6293991804122925
positive,0.7388818264007568
negative,0.5424894690513611
negative,0.8831748962402344
positive,0.8150246143341064
neutral,0.6868529319763184
negative,0.5745605230331421
positive,0.6061354279518127
negative,0.42054998874664307
positive,0.9692725539207458
positive,0.9667636156082153
positive,0.9891331791877747
negative,0.7894303202629089
positive,0.8596067428588867
positive,0.9892309308052063
positive,0.9794570803642273
neutral,0.766912579536438
positive,0.9732081890106201
positive,0.8795974254608154
positive,0.8190608024597168
negative,0.8860101103782654
neutral,0.6961112022399902
positive,0.815005898475647
positive,0.825927734375
positive,0.8260473012924194
neutral,0.4478650391101837
positive,0.9933079481124878
negative,0.5193774104118347
positive,0.9455630779266357
positive,0.44869115948677063
negative,0.8778401613235474
positive,0.6007447242736816
positive,0.9799028038978577
neutral,0.5697965621948242
neutral,0.6170840263366699
positive,0.7455288767814636
neutral,0.6425824761390686
neutral,0.6036958694458008
neutral,0.3865697979927063
neutral,0.7435698509216309
negative,0.7358578443527222
positive,0.9609549045562744
positive,0.9855297803878784
negative,0.5997156500816345
neutral,0.6526396870613098
positive,0.7221363186836243
positive,0.7149631977081299
positive,0.5933342576026917
positive,0.4613560736179352
positive,0.4188818037509918
positive,0.9470548033714294
neutral,0.558843195438385
positive,0.9872411489486694
positive,0.4938866198062897
neutral,0.6201054453849792
positive,0.9055365324020386
positive,0.8764312267303467
positive,0.9588831663131714
positive,0.9268904328346252
positive,0.7806165218353271
positive,0.5317055583000183
positive,0.9844080805778503
negative,0.8220503926277161
neutral,0.503085732460022
positive,0.8724383115768433
negative,0.9871684312820435
positive,0.6364253759384155
positive,0.9036392569541931
negative,0.8032189011573792
neutral,0.8751060962677002
negative,0.5509527921676636
neutral,0.5036759972572327
positive,0.9764572978019714
negative,0.7521827220916748
negative,0.7456763982772827
positive,0.9702138900756836
negative,0.8564864993095398
positive,0.9531521201133728
positive,0.9524749517440796
positive,0.9580449461936951
negative,0.9090116620063782
neutral,0.5702826976776123
positive,0.9391196370124817
positive,0.5096278786659241
positive,0.4339936077594757
positive,0.9535072445869446
negative,0.8184921145439148
positive,0.9208310842514038
positive,0.9719398617744446
negative,0.92591392993927
positive,0.3485656976699829
positive,0.48353222012519836
positive,0.8449633717536926
positive,0.9036505818367004
positive,0.708544909954071
positive,0.9670102596282959
positive,0.795672595500946
positive,0.9384908080101013
negative,0.6029961705207825
negative,0.5986789464950562
positive,0.9571176767349243
neutral,0.7036375403404236
negative,0.47982287406921387
neutral,0.5935645699501038
positive,0.9945770502090454
positive,0.6563341021537781
positive,0.9829691052436829
positive,0.8697795271873474
neutral,0.541510820388794
positive,0.9156720638275146
positive,0.9266126155853271
negative,0.743758499622345
negative,0.7588158249855042
positive,0.9660853743553162
positive,0.5110371112823486
negative,0.5274933576583862
positive,0.8524802923202515
neutral,0.7308952808380127
positive,0.9751234650611877
positive,0.8599620461463928
positive,0.9374562501907349
positive,0.9099312424659729
neutral,0.4701080918312073
positive,0.9855183362960815
positive,0.9778832197189331
neutral,0.7131713628768921
positive,0.5181117057800293
negative,0.7496966123580933
negative,0.8834815621376038
positive,0.3661801815032959
positive,0.9092609882354736
positive,0.5910305976867676
positive,0.8919814229011536
positive,0.9884661436080933
positive,0.8959803581237793
positive,0.5803340673446655
positive,0.9549229145050049
positive,0.9608651995658875
positive,0.4749462902545929
neutral,0.44102317094802856
neutral,0.6221984028816223
negative,0.44662028551101685
positive,0.982506275177002
positive,0.6356423497200012
positive,0.990776002407074
neutral,0.6936547160148621
positive,0.9312508702278137
positive,0.7797671556472778
neutral,0.6536924839019775
neutral,0.8658816814422607
neutral,0.6795864701271057
negative,0.8810634613037109
positive,0.7883915305137634
negative,0.39952054619789124
neutral,0.4383385181427002
positive,0.959889829158783
positive,0.9141221046447754
neutral,0.8276121616363525
positive,0.9928020238876343
negative,0.9280722141265869
negative,0.41534119844436646
positive,0.9687633514404297
positive,0.9910611510276794
negative,0.6932505965232849
negative,0.7341011166572571
positive,0.9873180985450745
negative,0.6467646360397339
positive,0.8824090361595154
negative,0.7523803114891052
positive,0.9888912439346313
neutral,0.6102164387702942
positive,0.9492430686950684
positive,0.7406929135322571
positive,0.9182119369506836
neutral,0.4819100499153137
positive,0.6980357766151428
positive,0.9817370176315308
positive,0.9487342834472656
positive,0.8292048573493958
positive,0.9783650040626526
positive,0.9806082248687744
negative,0.45935386419296265
positive,0.4711921811103821
positive,0.9457032084465027
positive,0.8105886578559875
positive,0.5870544910430908
negative,0.7326821684837341
neutral,0.6573746204376221
positive,0.984736979007721
positive,0.9814054369926453
positive,0.9903959631919861
neutral,0.6271114945411682
positive,0.9700241684913635
negative,0.7754802107810974
neutral,0.929408848285675
negative,0.45609307289123535
positive,0.7013859152793884
neutral,0.593874990940094
positive,0.6540659666061401
positive,0.49120014905929565
positive,0.6737015843391418
negative,0.6230584383010864
negative,0.6841104626655579
positive,0.881820797920227
positive,0.6463146209716797
positive,0.7479938268661499
positive,0.6936509609222412
neutral,0.9050605297088623
positive,0.9850658774375916
positive,0.8523765802383423
neutral,0.6397213339805603
positive,0.8725540637969971
neutral,0.788702130317688
negative,0.9095969796180725
positive,0.90887451171875
positive,0.9544734954833984
positive,0.9715776443481445
positive,0.6776720285415649
neutral,0.49533751606941223
positive,0.9035899043083191
positive,0.9715980887413025
positive,0.3889199197292328
neutral,0.5324879884719849
positive,0.9665678143501282
positive,0.756193995475769
positive,0.9068921208381653
positive,0.9926064014434814
positive,0.3974582254886627
negative,0.5777857899665833
negative,0.5790817141532898
neutral,0.5660140514373779
positive,0.38888558745384216
positive,0.9911891222000122
positive,0.9429868459701538
neutral,0.978152334690094
negative,0.6632566452026367
negative,0.9893033504486084
positive,0.8309682607650757
neutral,0.6160303354263306
positive,0.9598535299301147
neutral,0.6239670515060425
positive,0.9870784282684326
positive,0.9918413162231445
positive,0.9174825549125671
positive,0.7137072682380676
positive,0.9823852181434631
positive,0.9711681008338928
neutral,0.4323195815086365
positive,0.9331837296485901
negative,0.7037667632102966
positive,0.6578130722045898
positive,0.5358092188835144
negative,0.7446884512901306
positive,0.6750144958496094
positive,0.9882714152336121
positive,0.9033714532852173
positive,0.9435383677482605
positive,0.8988792300224304
negative,0.7868410348892212
positive,0.9868064522743225
positive,0.6263369917869568
neutral,0.788257360458374
positive,0.9390758872032166
neutral,0.46124544739723206
neutral,0.46232348680496216
negative,0.5278655290603638
negative,0.9505165815353394
positive,0.789634644985199
neutral,0.5553718209266663
positive,0.7052493095397949
positive,0.9544882774353027
neutral,0.8597866892814636
positive,0.6075469851493835
positive,0.9918414354324341
negative,0.5523578524589539
neutral,0.6488829255104065
positive,0.9621766209602356
negative,0.7252485156059265
negative,0.9964224696159363
positive,0.8644492030143738
positive,0.9796191453933716
neutral,0.7012848258018494
positive,0.6848825216293335
positive,0.91981440782547
positive,0.8374892473220825
positive,0.9892793297767639
positive,0.9599518179893494
neutral,0.48934125900268555
positive,0.9793823957443237
positive,0.6043374538421631
negative,0.49776437878608704
neutral,0.441141813993454
positive,0.933749258518219
positive,0.9825396537780762
positive,0.7185476422309875
neutral,0.41798508167266846
positive,0.853446364402771
positive,0.8129753470420837
positive,0.9603418111801147
neutral,0.9132125377655029
negative,0.9780780673027039
negative,0.719755232334137
negative,0.9961062073707581
negative,0.9801764488220215
neutral,0.537301778793335
positive,0.9686663746833801
neutral,0.547212541103363
positive,0.9824457168579102
neutral,0.5672532320022583
negative,0.9101088643074036
neutral,0.7752275466918945
positive,0.9742991924285889
positive,0.3489597737789154
positive,0.9537653923034668
positive,0.7679986357688904
positive,0.7763110995292664
positive,0.7217375040054321
positive,0.49800905585289
positive,0.9861204028129578
negative,0.7592237591743469
positive,0.8814742565155029
negative,0.7170758247375488
positive,0.9930249452590942
positive,0.9044939279556274
negative,0.9737638235092163
positive,0.9886308908462524
neutral,0.6528565883636475
neutral,0.7789785265922546
positive,0.9621272087097168
neutral,0.44891083240509033
positive,0.9898542761802673
negative,0.9368700385093689
positive,0.6602165102958679
neutral,0.7677924633026123
positive,0.609971821308136
positive,0.9319922924041748
positive,0.9795615077018738
positive,0.50322425365448
negative,0.9804753661155701
neutral,0.4684799611568451
neutral,0.49934372305870056
neutral,0.8021088242530823
positive,0.7447777986526489
positive,0.9816796779632568
positive,0.837810754776001
positive,0.4567727744579315
positive,0.9905597567558289
positive,0.943257749080658
negative,0.8228605389595032
neutral,0.6301085948944092
neutral,0.8848341107368469
positive,0.6061813831329346
negative,0.686103105545044
neutral,0.5208430886268616
negative,0.7219913005828857
positive,0.8082223534584045
positive,0.5459330677986145
neutral,0.9695576429367065
positive,0.5547911524772644
neutral,0.888274073600769
positive,0.9650073051452637
positive,0.9899004101753235
neutral,0.6605126261711121
positive,0.9601309299468994
negative,0.5706685781478882
positive,0.7140381932258606
negative,0.6628965139389038
negative,0.9801033139228821
neutral,0.5777746438980103
positive,0.5808960795402527
positive,0.962955892086029
neutral,0.7092012166976929
positive,0.4938107430934906
positive,0.6595838069915771
negative,0.8878682851791382
neutral,0.8058728575706482
positive,0.9633892774581909
neutral,0.6423379778862
neutral,0.44802242517471313
negative,0.6746605634689331
positive,0.8590728044509888
neutral,0.5977275967597961
negative,0.9494938254356384
positive,0.9693588018417358
negative,0.852717399597168
negative,0.9915661811828613
neutral,0.6269994378089905
neutral,0.469756543636322
positive,0.9772883057594299
negative,0.7398629784584045
positive,0.9192566871643066
neutral,0.49315354228019714
negative,0.9501587748527527
neutral,0.6832453012466431
neutral,0.7500709891319275
positive,0.7923796772956848
positive,0.709217369556427
positive,0.8806565999984741
positive,0.6954776048660278
positive,0.7060779333114624
positive,0.8669873476028442
positive,0.9583936929702759
positive,0.8891528844833374
positive,0.9889159202575684
neutral,0.6251204013824463
positive,0.9661178588867188
negative,0.5304695963859558
positive,0.9481783509254456
neutral,0.6058788895606995
neutral,0.5328981280326843
neutral,0.5139778852462769
positive,0.9124236702919006
neutral,0.5088367462158203
positive,0.9157381057739258
neutral,0.5797470211982727
positive,0.686900794506073
negative,0.8855519890785217
positive,0.6001031398773193
positive,0.9566177725791931
positive,0.9694392085075378
negative,0.44422733783721924
neutral,0.8219537734985352
positive,0.9257286787033081
negative,0.7241045832633972
negative,0.9907564520835876
neutral,0.6301769614219666
negative,0.9291728734970093
negative,0.6229087710380554
negative,0.9716156721115112
neutral,0.5499613881111145
positive,0.8615521192550659
neutral,0.8471376895904541
negative,0.8391426801681519
neutral,0.4261198937892914
positive,0.9743713140487671
positive,0.7933948040008545
positive,0.6803651452064514
positive,0.9280898571014404
positive,0.41390034556388855
positive,0.8998106718063354
positive,0.5036599040031433
neutral,0.38203418254852295
negative,0.6405826807022095
positive,0.6760736703872681
neutral,0.6136386394500732
positive,0.5507052540779114
positive,0.8372878432273865
negative,0.9743039608001709
positive,0.6185165047645569
positive,0.898488461971283
neutral,0.40552109479904175
positive,0.9045758843421936
positive,0.9675865769386292
positive,0.9644080996513367
neutral,0.6262953877449036
negative,0.9353569746017456
positive,0.9433454871177673
positive,0.9798328876495361
positive,0.9901330471038818
positive,0.9410082697868347
positive,0.5513845086097717
positive,0.8799750208854675
negative,0.8058602809906006
neutral,0.39927318692207336
positive,0.6968013644218445
neutral,0.6775456070899963
positive,0.7896336913108826
positive,0.9897394776344299
neutral,0.44101157784461975
negative,0.37387579679489136
negative,0.44179558753967285
positive,0.7429194450378418
positive,0.9135247468948364
neutral,0.7950072288513184
positive,0.9516430497169495
negative,0.6606513261795044
positive,0.4429716467857361
positive,0.8439193367958069
negative,0.8130086064338684
positive,0.9834911227226257
positive,0.9917942881584167
positive,0.7315348982810974
positive,0.6669722199440002
positive,0.7917734980583191
positive,0.4735114276409149
positive,0.8381941914558411
negative,0.9482722878456116
positive,0.9431449174880981
neutral,0.697266697883606
neutral,0.5203716158866882
positive,0.5099541544914246
neutral,0.8313822746276855
neutral,0.569936990737915
positive,0.9470654129981995
positive,0.9358670711517334
positive,0.9157974720001221
positive,0.7995889782905579
negative,0.9779912233352661
positive,0.44837823510169983
positive,0.9927346706390381
positive,0.9721978306770325
neutral,0.6537967324256897
positive,0.49226105213165283
positive,0.9571367502212524
positive,0.6974373459815979
positive,0.6677220463752747
positive,0.7291303873062134
negative,0.927341639995575
positive,0.5971396565437317
positive,0.7486175298690796
positive,0.75235915184021
positive,0.9930684566497803
neutral,0.578425407409668
neutral,0.469278484582901
positive,0.9298524260520935
neutral,0.5718043446540833
negative,0.5890495181083679
positive,0.6223624348640442
negative,0.9851391911506653
neutral,0.489949107170105
positive,0.9864118099212646
positive,0.7847782969474792
positive,0.8858487010002136
neutral,0.7741854190826416
negative,0.9403270483016968
positive,0.7451905012130737
neutral,0.6840139031410217
neutral,0.41346243023872375
positive,0.9526230692863464
negative,0.934723436832428
neutral,0.779370903968811
negative,0.9079610109329224
neutral,0.7355473637580872
positive,0.5453689694404602
positive,0.5887376070022583
neutral,0.8152438402175903
positive,0.8839412927627563
positive,0.9612002372741699
neutral,0.6490335464477539
positive,0.9557740688323975
positive,0.7359484434127808
positive,0.9542550444602966
neutral,0.5134671330451965
positive,0.9800552129745483
positive,0.9400120377540588
positive,0.9123830199241638
positive,0.5908975005149841
neutral,0.45444023609161377
negative,0.5069806575775146
neutral,0.4840429723262787
negative,0.7723764777183533
negative,0.7073794603347778
neutral,0.5063875317573547
neutral,0.7202255725860596
neutral,0.6593692898750305
neutral,0.5553195476531982
positive,0.7078772783279419
neutral,0.6515811085700989
neutral,0.3676309883594513
negative,0.7678691744804382
positive,0.6331806182861328
neutral,0.6510708928108215
neutral,0.6362038254737854
neutral,0.9398438334465027
negative,0.9899711012840271
neutral,0.7843601703643799
positive,0.5204771161079407
positive,0.6953696012496948
positive,0.8378183841705322
neutral,0.5675426721572876
neutral,0.8810736536979675
negative,0.8571305274963379
negative,0.9506797790527344
positive,0.5371257662773132
positive,0.4376499354839325
positive,0.5662548542022705
positive,0.48629745841026306
positive,0.9630586504936218
positive,0.8929960131645203
negative,0.5587994456291199
positive,0.684278666973114
neutral,0.4294838309288025
negative,0.9677485227584839
neutral,0.48533573746681213
positive,0.8405494093894958
positive,0.8284692168235779
neutral,0.6141479015350342
negative,0.9844443798065186
positive,0.9116155505180359
positive,0.8471500873565674
positive,0.4893900156021118
positive,0.88092041015625
neutral,0.6890689730644226
positive,0.9899965524673462
negative,0.8652860522270203
positive,0.51961350440979
negative,0.47598567605018616
negative,0.6430056691169739
positive,0.5007322430610657
neutral,0.558662474155426
positive,0.5686145424842834
positive,0.9161795973777771
negative,0.516697108745575
positive,0.49481016397476196
negative,0.9081674218177795
positive,0.5122824907302856
negative,0.607280969619751
negative,0.9755648374557495
positive,0.9124730825424194
positive,0.9789809584617615
positive,0.9708517789840698
positive,0.9731508493423462
positive,0.56934654712677
positive,0.9563313722610474
positive,0.7513866424560547
negative,0.9651503562927246
positive,0.9906154870986938
positive,0.9267426133155823
positive,0.6151235103607178
neutral,0.6545617580413818
negative,0.8859875202178955
positive,0.958878755569458
negative,0.743331789970398
neutral,0.614230215549469
positive,0.701932430267334
negative,0.9478646516799927
positive,0.9764263033866882
positive,0.9856441020965576
positive,0.9017817974090576
negative,0.9759830832481384
positive,0.9895046949386597
positive,0.8728794455528259
neutral,0.747748076915741
positive,0.6549360156059265
neutral,0.4256162643432617
neutral,0.8928296566009521
negative,0.364713579416275
positive,0.9755133390426636
positive,0.6860246658325195
neutral,0.8731167316436768
negative,0.5327714085578918
positive,0.9759649634361267
positive,0.7851861119270325
positive,0.6053669452667236
neutral,0.5543218851089478
positive,0.7123658061027527
negative,0.7236288189888
positive,0.6568403244018555
neutral,0.6592307090759277
negative,0.8577432632446289
negative,0.9566134214401245
negative,0.4400438070297241
negative,0.9840232133865356
neutral,0.6142800450325012
negative,0.8262848854064941
positive,0.8700742125511169
neutral,0.9277098178863525
positive,0.4914752244949341
positive,0.9845914840698242
neutral,0.45964229106903076
negative,0.9251218438148499
negative,0.7627446055412292
negative,0.635912299156189
positive,0.511212170124054
positive,0.6510608792304993
positive,0.9592447876930237
negative,0.7355948090553284
negative,0.9530821442604065
negative,0.7852276563644409
positive,0.7649165987968445
negative,0.9440954327583313
positive,0.7490338683128357
positive,0.9237815141677856
positive,0.8131568431854248
positive,0.9771493077278137
neutral,0.9166255593299866
positive,0.991950273513794
positive,0.6490756869316101
positive,0.985969066619873
positive,0.58306485414505
positive,0.9455118775367737
neutral,0.604907214641571
positive,0.9504235982894897
negative,0.7593529224395752
neutral,0.9783579111099243
positive,0.966582715511322
positive,0.910169780254364
negative,0.5663913488388062
negative,0.4298701882362366
neutral,0.5650966763496399
positive,0.9360737204551697
neutral,0.8144716620445251
negative,0.8699752688407898
positive,0.9217627644538879
positive,0.8124220967292786
positive,0.9746752977371216
neutral,0.7677618265151978
negative,0.9796018600463867
neutral,0.72479647397995
positive,0.9917024970054626
negative,0.960350751876831
positive,0.7802097797393799
positive,0.9466530680656433
negative,0.5952104330062866
positive,0.8096188306808472
positive,0.9684669375419617
negative,0.8703688383102417
negative,0.6891080141067505
positive,0.5414738655090332
negative,0.7427544593811035
neutral,0.6748360991477966
neutral,0.6796804666519165
positive,0.9414294362068176
neutral,0.5680907964706421
positive,0.7390475273132324
negative,0.476123183965683
positive,0.9257001876831055
positive,0.6320780515670776
neutral,0.48207753896713257
positive,0.8391302227973938
negative,0.7210752367973328
positive,0.8683211207389832
positive,0.9571835398674011
neutral,0.5434181094169617
positive,0.8376962542533875
negative,0.4099716544151306
positive,0.9903171062469482
negative,0.8592442870140076
negative,0.35461872816085815
positive,0.9827359914779663
positive,0.9562215805053711
neutral,0.5997388362884521
positive,0.5896093249320984
positive,0.7778398394584656
neutral,0.7384927272796631
neutral,0.6348615288734436
negative,0.6306271553039551
positive,0.9871560335159302
positive,0.993083119392395
positive,0.8436771035194397
positive,0.9921026825904846
neutral,0.4831390380859375
negative,0.7573460340499878
negative,0.7894876599311829
positive,0.9180853366851807
positive,0.7768427133560181
negative,0.9797884821891785
neutral,0.45997384190559387
negative,0.7389609813690186
positive,0.9099339246749878
negative,0.9504255652427673
positive,0.9816552996635437
negative,0.9712482690811157
positive,0.9447085857391357
positive,0.655562698841095
negative,0.9261627793312073
positive,0.976527214050293
neutral,0.5380867123603821
negative,0.9887292385101318
negative,0.865073025226593
negative,0.9456667900085449
positive,0.6362862586975098
positive,0.9720402359962463
positive,0.9436668753623962
positive,0.8577712178230286
positive,0.7673141956329346
negative,0.9576901197433472
positive,0.9888517260551453
positive,0.963726282119751
negative,0.6777807474136353
neutral,0.7491623759269714
negative,0.9342628717422485
positive,0.9797434210777283
positive,0.4477445185184479
positive,0.9938329458236694
positive,0.8038450479507446
neutral,0.6594064235687256
positive,0.9922016859054565
positive,0.7228712439537048
negative,0.9859039187431335
positive,0.9374734163284302
positive,0.6184558868408203
positive,0.9488012194633484
negative,0.9570138454437256
positive,0.931097149848938
positive,0.8863417506217957
neutral,0.869722843170166
positive,0.9915818572044373
neutral,0.6879763007164001
negative,0.8707275390625
negative,0.662680983543396
negative,0.7051178216934204
negative,0.530676543712616
neutral,0.5726382732391357
negative,0.591063916683197
positive,0.9037595987319946
neutral,0.9149540662765503
positive,0.9519147872924805
neutral,0.8815698623657227
neutral,0.563677966594696
positive,0.9382301568984985
neutral,0.43809404969215393
negative,0.8046036958694458
positive,0.8107366561889648
positive,0.8507779836654663
negative,0.9486427903175354
positive,0.9576371312141418
negative,0.5319144129753113
positive,0.9411976933479309
positive,0.5840394496917725
negative,0.9295923709869385
positive,0.5848951935768127
positive,0.9931406378746033
positive,0.790939450263977
negative,0.8396889567375183
positive,0.7840948104858398
positive,0.9475617408752441
positive,0.71551913022995
neutral,0.5192590355873108
neutral,0.6403273940086365
neutral,0.664883017539978
positive,0.9519229531288147
positive,0.9878760576248169
positive,0.920552670955658
positive,0.8596945405006409
positive,0.9907970428466797
positive,0.38770195841789246
neutral,0.37513723969459534
neutral,0.6203243732452393
positive,0.5378498435020447
positive,0.5668376088142395
positive,0.9875956773757935
positive,0.5590860247612
negative,0.7733045816421509
neutral,0.7026603817939758
positive,0.6976754069328308
positive,0.9367995262145996
positive,0.562802791595459
positive,0.9438487887382507
positive,0.9676434993743896
negative,0.7954207062721252
positive,0.941252589225769
negative,0.650303304195404
positive,0.5852914452552795
positive,0.9317114353179932
positive,0.9879220128059387
neutral,0.6764703392982483
positive,0.909425675868988
positive,0.9777079224586487
negative,0.5587432980537415
positive,0.5324571132659912
neutral,0.5614244937896729
positive,0.9803030490875244
positive,0.9351595044136047
positive,0.8783461451530457
neutral,0.5301125049591064
positive,0.8220573663711548
positive,0.39529213309288025
neutral,0.5912402868270874
negative,0.6589363813400269
positive,0.3971017897129059
positive,0.7017744779586792
neutral,0.803138792514801
positive,0.8642008304595947
positive,0.9411418437957764
negative,0.8177874684333801
negative,0.4917517900466919
negative,0.7858781814575195
neutral,0.9289174675941467
negative,0.9723284244537354
neutral,0.736169695854187
positive,0.9657011032104492
positive,0.8577353358268738
positive,0.4433642327785492
negative,0.7779744863510132
negative,0.5196835398674011
neutral,0.43186256289482117
neutral,0.7271965742111206
negative,0.9723185300827026
neutral,0.9629010558128357
positive,0.9851598739624023
negative,0.984998881816864
neutral,0.7163329124450684
positive,0.5016282796859741
neutral,0.6631313562393188
neutral,0.982119083404541
positive,0.7207755446434021
neutral,0.5081118941307068
positive,0.608428955078125
neutral,0.8583384156227112
positive,0.9724975228309631
positive,0.8760375380516052
positive,0.9789429306983948
positive,0.971096932888031
neutral,0.49960631132125854
positive,0.8691927790641785
positive,0.5465604662895203
neutral,0.43233320116996765
negative,0.8460960388183594
negative,0.8411729335784912
positive,0.4911973774433136
neutral,0.5834381580352783
positive,0.9874404668807983
positive,0.963740348815918
positive,0.9828306436538696
negative,0.9386690258979797
positive,0.7464908361434937
negative,0.8277742266654968
negative,0.7828959822654724
positive,0.9566639065742493
positive,0.7366432547569275
negative,0.6280595064163208
positive,0.6958072781562805
negative,0.7542845606803894
negative,0.6433743238449097
neutral,0.6258825659751892
positive,0.8793561458587646
neutral,0.5013527870178223
negative,0.7966374754905701
positive,0.8876326680183411
positive,0.9787431359291077
positive,0.9858993291854858
positive,0.9518074989318848
negative,0.6483559012413025
neutral,0.4854186475276947
negative,0.749415397644043
positive,0.9574494361877441
positive,0.5460667014122009
neutral,0.5227739810943604
positive,0.9502702951431274
positive,0.6178830862045288
positive,0.42796510457992554
positive,0.9747308492660522
positive,0.9580321311950684
positive,0.9880023002624512
neutral,0.9058982729911804
positive,0.4863488972187042
positive,0.8172910213470459
positive,0.820576548576355
positive,0.5962507724761963
positive,0.9940351843833923
positive,0.969027578830719
negative,0.9789410829544067
neutral,0.9859865307807922
positive,0.5889285802841187
positive,0.9734758734703064
negative,0.7907304763793945
positive,0.9797391295433044
positive,0.5978420972824097
positive,0.7801581025123596
neutral,0.5960317254066467
positive,0.6460096836090088
positive,0.9625533223152161
positive,0.8951215147972107
negative,0.7897602319717407
neutral,0.8637955784797668
positive,0.7157003879547119
positive,0.8462699055671692
neutral,0.6875788569450378
negative,0.9664862751960754
positive,0.9664669036865234
positive,0.7910520434379578
positive,0.808502197265625
neutral,0.48690903186798096
negative,0.8427449464797974
neutral,0.6153474450111389
positive,0.9048326015472412
positive,0.7541735768318176
negative,0.7758464217185974
positive,0.9222320318222046
positive,0.7008713483810425
neutral,0.40220969915390015
negative,0.8031513094902039
negative,0.5104584693908691
neutral,0.8176189064979553
neutral,0.5469188094139099
neutral,0.5333040952682495
positive,0.9795714616775513
positive,0.9312503337860107
positive,0.683966875076294
positive,0.9026991128921509
positive,0.8365829586982727
neutral,0.7412179112434387
positive,0.4360552132129669
neutral,0.6035619974136353
negative,0.8405314683914185
neutral,0.9798597693443298
negative,0.5432882308959961
negative,0.5962204933166504
positive,0.4921056926250458
neutral,0.504417359828949
positive,0.9416036009788513
positive,0.9856604337692261
positive,0.445675790309906
positive,0.82975834608078
negative,0.6660057306289673
neutral,0.9783689975738525
positive,0.9348023533821106
neutral,0.5845366716384888
positive,0.617781937122345
neutral,0.7766585946083069
positive,0.5811865329742432
neutral,0.9207496047019958
positive,0.8598679900169373
positive,0.4797554314136505
positive,0.7440822124481201
positive,0.7660306096076965
positive,0.8373380303382874
negative,0.6682761311531067
positive,0.7601048946380615
positive,0.437766432762146
positive,0.8776400089263916
positive,0.716754138469696
negative,0.577364444732666
positive,0.990317702293396
negative,0.9395290017127991
neutral,0.6056333184242249
negative,0.8499135971069336
neutral,0.5387617945671082
neutral,0.6395130753517151
positive,0.5918703079223633
positive,0.6363654732704163
positive,0.7296288013458252
neutral,0.6004799008369446
positive,0.7252430319786072
positive,0.9933755993843079
positive,0.49398207664489746
positive,0.7635469436645508
negative,0.48261669278144836
positive,0.720987856388092
neutral,0.6760817766189575
negative,0.7918462157249451
positive,0.7684919834136963
positive,0.4567698836326599
positive,0.6675342321395874
negative,0.9437164664268494
negative,0.5224197506904602
neutral,0.6714566946029663
positive,0.576987624168396
positive,0.993107259273529
neutral,0.8588712215423584
positive,0.7527227997779846
negative,0.8841777443885803
